source,url,title,published_at,district,zone_name,latitude,longitude,incident_type,victim_age,severity,article_hour,article_day_of_week,matched_alias,match_score,match_type
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-accused-terrorism-case-held-moulvibazar-4176861,Man accused in terrorism case held in Moulvibazar,2026-06-12T08:00:00,Moulvibazar,Barlekha,24.481265,91.858094,suspicious_activity,,2,8,4,barlekha,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-accused-terrorism-case-held-moulvibazar-4176861,Man accused in terrorism case held in Moulvibazar,2026-06-12T08:00:00,Sylhet,Ambarkhana,24.897194,91.87024,suspicious_activity,,2,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-accused-terrorism-case-held-moulvibazar-4176861,Man accused in terrorism case held in Moulvibazar,2026-06-12T08:00:00,Sylhet,Tilagor,24.896191,91.899531,suspicious_activity,,2,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/cross-border/news/indian-couple-held-illegal-entry-through-moulvibazar-border-4176481,Indian couple held for illegal entry through Moulvibazar border,2026-06-12T08:00:00,Moulvibazar,Barlekha,24.481265,91.858094,suspicious_activity,,2,8,4,moulvibazar,1,zone_alias
Daily Star,https://www.thedailystar.net/news/cross-border/news/indian-couple-held-illegal-entry-through-moulvibazar-border-4176481,Indian couple held for illegal entry through Moulvibazar border,2026-06-12T08:00:00,Moulvibazar,Juri,24.531019,92.230029,suspicious_activity,,2,8,4,moulvibazar,1,zone_alias
Daily Star,https://www.thedailystar.net/news/cross-border/news/indian-couple-held-illegal-entry-through-moulvibazar-border-4176481,Indian couple held for illegal entry through Moulvibazar border,2026-06-12T08:00:00,Moulvibazar,Kamalganj,24.481265,91.858094,suspicious_activity,,2,8,4,moulvibazar,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/terrorism-case-accused-arrested-moulvibazar-4176396,Terrorism case accused arrested in Moulvibazar,2026-06-12T08:00:00,Dhaka,Shahbagh,23.738,90.3958,suspicious_activity,,2,8,4,shahbagh,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/terrorism-case-accused-arrested-moulvibazar-4176396,Terrorism case accused arrested in Moulvibazar,2026-06-12T08:00:00,Moulvibazar,Barlekha,24.481265,91.858094,suspicious_activity,,2,8,4,barlekha,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/terrorism-case-accused-arrested-moulvibazar-4176396,Terrorism case accused arrested in Moulvibazar,2026-06-12T08:00:00,Moulvibazar,Juri,24.531019,92.230029,suspicious_activity,,2,8,4,moulvibazar,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/four-brothers-ctg-found-dead-inside-car-oman-4176211,Four brothers from Ctg found dead inside car in Oman,2026-06-12T08:00:00,Chattogram,GEC Circle,22.3597,91.8215,suspicious_activity,15.0,4,8,4,Chattogram,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/murder-five-prime-suspect-may-have-jumped-padma-bridge-4176226,Murder of five: Prime suspect may have jumped off Padma Bridge,2026-06-12T08:00:00,Gopalganj,Gopalganj Sadar,23.01018,89.83278,murder,15.0,5,8,4,gopalganj sadar,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/murder-five-prime-suspect-may-have-jumped-padma-bridge-4176226,Murder of five: Prime suspect may have jumped off Padma Bridge,2026-06-12T08:00:00,Meherpur,Meherpur Sadar,23.77687,88.63033,murder,15.0,5,8,4,meherpur sadar,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/murder-five-prime-suspect-may-have-jumped-padma-bridge-4176226,Murder of five: Prime suspect may have jumped off Padma Bridge,2026-06-12T08:00:00,Gazipur,Kapasia,24.11404,90.56148,murder,15.0,5,8,4,kapasia,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ict-verdict-case-against-inu-expected-any-day-4176231,ICT verdict in case against Inu expected any day,2026-06-12T08:00:00,Kushtia,Bheramara,24.02452,88.99234,suspicious_activity,,2,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ict-verdict-case-against-inu-expected-any-day-4176231,ICT verdict in case against Inu expected any day,2026-06-12T08:00:00,Kushtia,Khoksa,23.9028,89.11943,suspicious_activity,,2,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ict-verdict-case-against-inu-expected-any-day-4176231,ICT verdict in case against Inu expected any day,2026-06-12T08:00:00,Kushtia,Kumarkhali,23.86132,89.24197,suspicious_activity,,2,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/11-yr-old-reshmi-dies-week-after-being-caught-revenge-shooting-4176236,11-yr-old Reshmi dies a week after being caught in ‘revenge’ shooting,2026-06-12T08:00:00,Chattogram,Bayezid,22.3905,91.8225,murder,11.0,5,8,4,bayezid bostami,4,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bsf-shoots-bangladeshi-man-dead-4176246,BSF shoots Bangladeshi man dead,2026-06-12T08:00:00,Lalmonirhat,Hatibandha,26.12494,89.14081,murder,,5,8,4,hatibandha,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bsf-shoots-bangladeshi-man-dead-4176246,BSF shoots Bangladeshi man dead,2026-06-12T08:00:00,Kurigram,Bhurungamari,26.11982,89.6677,murder,,5,8,4,kurigram,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bsf-shoots-bangladeshi-man-dead-4176246,BSF shoots Bangladeshi man dead,2026-06-12T08:00:00,Kurigram,Chilmari,25.55613,89.67097,murder,,5,8,4,kurigram,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/four-arrested-over-rape-class-9-student-chattogram-4175856,Four arrested over rape of class 9 student in Chattogram,2026-06-12T08:00:00,Chattogram,GEC Circle,22.3597,91.8215,sexual_violence,16.0,5,8,4,Chattogram,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/decomposed-bodies-woman-child-found-pond-faridpur-4175851,"Decomposed bodies of woman, child found by pond in Faridpur",2026-06-12T08:00:00,Faridpur,Faridpur Medical College,23.588129,89.835258,suspicious_activity,15.0,3,8,4,faridpur medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/decomposed-bodies-woman-child-found-pond-faridpur-4175851,"Decomposed bodies of woman, child found by pond in Faridpur",2026-06-12T08:00:00,Faridpur,Goalchamot,23.5936,89.8201,suspicious_activity,15.0,3,8,4,faridpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/decomposed-bodies-woman-child-found-pond-faridpur-4175851,"Decomposed bodies of woman, child found by pond in Faridpur",2026-06-12T08:00:00,Faridpur,Bhanga,23.60612,89.84064,suspicious_activity,15.0,3,8,4,faridpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/gazipur-family-murder-suspect-may-have-jumped-padma-bridge-police-4175781,Gazipur family murder suspect may have jumped from Padma Bridge: Police,2026-06-12T08:00:00,Gopalganj,Gopalganj Sadar,23.01018,89.83278,murder,15.0,5,8,4,gopalganj sadar,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/gazipur-family-murder-suspect-may-have-jumped-padma-bridge-police-4175781,Gazipur family murder suspect may have jumped from Padma Bridge: Police,2026-06-12T08:00:00,Meherpur,Meherpur Sadar,23.77687,88.63033,murder,15.0,5,8,4,meherpur sadar,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/gazipur-family-murder-suspect-may-have-jumped-padma-bridge-police-4175781,Gazipur family murder suspect may have jumped from Padma Bridge: Police,2026-06-12T08:00:00,Gazipur,Kapasia,24.11404,90.56148,murder,15.0,5,8,4,kapasia,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hc-again-defers-verdict-chinmoys-bail-petitions-three-weeks-4175776,HC again defers verdict on Chinmoy’s bail petitions for three weeks,2026-06-12T08:00:00,Chattogram,Kotwali,22.3371,91.8376,murder,,5,8,4,kotwali,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/journalist-anis-alamgir-secures-permanent-bail-graft-case-4175766,Journalist Anis Alamgir secures permanent bail in graft case,2026-06-12T08:00:00,Dhaka,Dhanmondi,23.7461,90.3742,suspicious_activity,,2,8,4,dhanmondi,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bangladeshi-man-killed-bsf-firing-lalmonirhat-border-4175576,Bangladeshi man killed in BSF firing at Lalmonirhat border,2026-06-12T08:00:00,Lalmonirhat,Hatibandha,26.12494,89.14081,murder,,5,8,4,hatibandha,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bangladeshi-man-killed-bsf-firing-lalmonirhat-border-4175576,Bangladeshi man killed in BSF firing at Lalmonirhat border,2026-06-12T08:00:00,Lalmonirhat,Aditmari,25.92537,89.35502,murder,,5,8,4,lalmonirhat,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bangladeshi-man-killed-bsf-firing-lalmonirhat-border-4175576,Bangladeshi man killed in BSF firing at Lalmonirhat border,2026-06-12T08:00:00,Lalmonirhat,Patgram,26.34876,89.03518,murder,,5,8,4,lalmonirhat,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/election-results-aslam-and-sarowars-constituencies-not-june-9-lawyer-says-4175526,"Election results for Aslam and Sarowar’s constituencies not before June 9, lawyer says",2026-06-12T08:00:00,Chattogram,GEC Circle,22.3597,91.8215,suspicious_activity,,2,8,4,Chattogram,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-held-raping-impregnating-minor-daughter-4175326,"Man held for raping, impregnating minor daughter",2026-06-12T08:00:00,Netrokona,Purbadhala,24.94077,90.60025,sexual_violence,16.0,5,8,4,purbadhala,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-held-raping-impregnating-minor-daughter-4175326,"Man held for raping, impregnating minor daughter",2026-06-12T08:00:00,Netrokona,Mokterpara,24.871384,90.732886,sexual_violence,16.0,5,8,4,netrokona,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-held-raping-impregnating-minor-daughter-4175326,"Man held for raping, impregnating minor daughter",2026-06-12T08:00:00,Netrokona,Kalmakanda,25.00108,90.80773,sexual_violence,16.0,5,8,4,netrokona,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/six-rab-men-hurt-drug-peddlers-attack-4175376,Six Rab men hurt as ‘drug peddlers’ attack,2026-06-12T08:00:00,Natore,Lalpur,24.41112,88.98673,violence,,4,8,4,lalpur,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/six-rab-men-hurt-drug-peddlers-attack-4175376,Six Rab men hurt as ‘drug peddlers’ attack,2026-06-12T08:00:00,Natore,Kanaikhali,24.412191,88.988952,violence,,4,8,4,natore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/six-rab-men-hurt-drug-peddlers-attack-4175376,Six Rab men hurt as ‘drug peddlers’ attack,2026-06-12T08:00:00,Natore,Bagatipara,24.41112,88.98673,violence,,4,8,4,natore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/wife-detained-over-alleged-knife-attack-sleeping-husband-lalmonirhat-4174786,Wife detained over alleged knife attack on sleeping husband in Lalmonirhat,2026-06-12T08:00:00,Lalmonirhat,Lalmonirhat Sadar Hospital,25.89035,89.47849,violence,,5,8,4,lalmonirhat sadar hospital,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/wife-detained-over-alleged-knife-attack-sleeping-husband-lalmonirhat-4174786,Wife detained over alleged knife attack on sleeping husband in Lalmonirhat,2026-06-12T08:00:00,Rangpur,Rangpur Medical College,25.766614,89.234041,violence,,5,8,4,rangpur medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/wife-detained-over-alleged-knife-attack-sleeping-husband-lalmonirhat-4174786,Wife detained over alleged knife attack on sleeping husband in Lalmonirhat,2026-06-12T08:00:00,Lalmonirhat,Lalmonirhat Sadar,25.91719,89.44595,violence,,5,8,4,lalmonirhat sadar,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rab-team-attacked-during-operation-natore-one-injured-police-4174766,"Rab team attacked during operation in Natore, one injured: Police",2026-06-12T08:00:00,Natore,Lalpur,24.41112,88.98673,violence,,4,8,4,lalpur,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rab-team-attacked-during-operation-natore-one-injured-police-4174766,"Rab team attacked during operation in Natore, one injured: Police",2026-06-12T08:00:00,Natore,Kanaikhali,24.412191,88.988952,violence,,4,8,4,natore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rab-team-attacked-during-operation-natore-one-injured-police-4174766,"Rab team attacked during operation in Natore, one injured: Police",2026-06-12T08:00:00,Natore,Bagatipara,24.41112,88.98673,violence,,4,8,4,natore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/shapla-chattar-crackdown-try-those-behind-killings-ensure-justice-victims-4174456,"Shapla Chattar Crackdown: ‘Try those behind killings, ensure justice for victims’",2026-06-12T08:00:00,Dhaka,Motijheel,23.733,90.4172,murder,,5,8,4,motijheel,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/panic-grips-bangladeshis-lebanon-4174471,Panic grips Bangladeshis in Lebanon,2026-06-12T08:00:00,Faridpur,Goalchamot,23.5936,89.8201,murder,15.0,5,8,4,faridpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/panic-grips-bangladeshis-lebanon-4174471,Panic grips Bangladeshis in Lebanon,2026-06-12T08:00:00,Faridpur,Bhanga,23.60612,89.84064,murder,15.0,5,8,4,faridpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/panic-grips-bangladeshis-lebanon-4174471,Panic grips Bangladeshis in Lebanon,2026-06-12T08:00:00,Faridpur,Boalmari,23.39212,89.68308,murder,15.0,5,8,4,faridpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-sent-jail-over-rape-speech-impaired-woman-4174491,Man sent to jail over rape of speech-impaired woman,2026-06-12T08:00:00,Mymensingh,Mymensingh Medical College,24.7437,90.4075,sexual_violence,19.0,5,8,4,mymensingh medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/suspect-joined-the-search-murdered-child-4174511,Suspect joined the search for murdered child,2026-06-12T08:00:00,Sylhet,Ambarkhana,24.897194,91.87024,sexual_violence,15.0,5,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/suspect-joined-the-search-murdered-child-4174511,Suspect joined the search for murdered child,2026-06-12T08:00:00,Sylhet,Tilagor,24.896191,91.899531,sexual_violence,15.0,5,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/suspect-joined-the-search-murdered-child-4174511,Suspect joined the search for murdered child,2026-06-12T08:00:00,Sylhet,Zindabazar,24.89904,91.87198,sexual_violence,15.0,5,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ask-visits-11-year-old-rape-victim-netrokona-4174216,ASK visits 11-year-old rape victim in Netrokona,2026-06-12T08:00:00,Netrokona,Mokterpara,24.871384,90.732886,sexual_violence,11.0,5,8,4,netrokona,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ask-visits-11-year-old-rape-victim-netrokona-4174216,ASK visits 11-year-old rape victim in Netrokona,2026-06-12T08:00:00,Netrokona,Kalmakanda,25.00108,90.80773,sexual_violence,11.0,5,8,4,netrokona,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ask-visits-11-year-old-rape-victim-netrokona-4174216,ASK visits 11-year-old rape victim in Netrokona,2026-06-12T08:00:00,Netrokona,Kendua,24.66209,90.84303,sexual_violence,11.0,5,8,4,netrokona,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/highway-police-attacked-following-road-accident-ctg-4174131,Highway police attacked following road accident in Ctg,2026-06-12T08:00:00,Chattogram,GEC Circle,22.3597,91.8215,violence,15.0,5,8,4,Chattogram,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/accused-joined-search-after-killing-4-year-old-sylhet-police-4174126,Accused joined search after killing 4-year-old in Sylhet: Police,2026-06-12T08:00:00,Sylhet,Ambarkhana,24.897194,91.87024,sexual_violence,4.0,5,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/accused-joined-search-after-killing-4-year-old-sylhet-police-4174126,Accused joined search after killing 4-year-old in Sylhet: Police,2026-06-12T08:00:00,Sylhet,Tilagor,24.896191,91.899531,sexual_violence,4.0,5,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/accused-joined-search-after-killing-4-year-old-sylhet-police-4174126,Accused joined search after killing 4-year-old in Sylhet: Police,2026-06-12T08:00:00,Sylhet,Zindabazar,24.89904,91.87198,sexual_violence,4.0,5,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/trader-found-dead-hands-legs-tied-old-dhaka-flat-4174116,"Trader found dead with hands, legs tied in Old Dhaka flat",2026-06-12T08:00:00,Jashore,Chanchra,23.168306,89.210408,suspicious_activity,,3,8,4,jashore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/trader-found-dead-hands-legs-tied-old-dhaka-flat-4174116,"Trader found dead with hands, legs tied in Old Dhaka flat",2026-06-12T08:00:00,Jashore,Bagharpara,24.045958,90.032723,suspicious_activity,,3,8,4,jashore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/trader-found-dead-hands-legs-tied-old-dhaka-flat-4174116,"Trader found dead with hands, legs tied in Old Dhaka flat",2026-06-12T08:00:00,Jashore,Jhikargacha,23.11134,89.09061,suspicious_activity,,3,8,4,jashore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/5-arrested-dhakas-jatrabari-firearms-explosives-police-4174081,"5 arrested in Dhaka's Jatrabari with firearms, explosives: Police",2026-06-12T08:00:00,Dhaka,Wari,23.7115,90.4177,robbery,,3,8,4,wari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/5-arrested-dhakas-jatrabari-firearms-explosives-police-4174081,"5 arrested in Dhaka's Jatrabari with firearms, explosives: Police",2026-06-12T08:00:00,Dhaka,Jatrabari,23.7104,90.4349,robbery,,3,8,4,jatrabari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/5-arrested-dhakas-jatrabari-firearms-explosives-police-4174081,"5 arrested in Dhaka's Jatrabari with firearms, explosives: Police",2026-06-12T08:00:00,Jashore,Chanchra,23.168306,89.210408,robbery,,3,8,4,jashore,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/chattogram-shooting-6-arrested-girl-hit-stray-bullet-fights-life-4174066,Chattogram shooting: 6 arrested as girl hit by stray bullet fights for life,2026-06-12T08:00:00,Chattogram,Bayezid,22.3905,91.8225,murder,15.0,5,8,4,bayezid bostami,4,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/father-son-murdered-two-other-sons-dinajpur-4173921,"Father, son murdered by two other sons in Dinajpur",2026-06-12T08:00:00,Dinajpur,Dinajpur Medical College,25.609708,88.657449,violence,,5,8,4,dinajpur medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/father-son-murdered-two-other-sons-dinajpur-4173921,"Father, son murdered by two other sons in Dinajpur",2026-06-12T08:00:00,Dinajpur,Birampur,25.38909,88.99331,violence,,5,8,4,dinajpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/father-son-murdered-two-other-sons-dinajpur-4173921,"Father, son murdered by two other sons in Dinajpur",2026-06-12T08:00:00,Dinajpur,Kaharol,25.62745,88.63779,violence,,5,8,4,dinajpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/three-rab-members-assaulted-held-captive-4-hours-brahmanbaria-4173616,"Three Rab members assaulted, held captive for 4 hours in Brahmanbaria",2026-06-12T08:00:00,Brahmanbaria,Nabinagar,23.88791,90.96792,violence,,5,8,4,nabinagar,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/three-rab-members-assaulted-held-captive-4-hours-brahmanbaria-4173616,"Three Rab members assaulted, held captive for 4 hours in Brahmanbaria",2026-06-12T08:00:00,Brahmanbaria,Ashuganj,23.944546,91.106189,violence,,5,8,4,brahmanbaria,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/three-rab-members-assaulted-held-captive-4-hours-brahmanbaria-4173616,"Three Rab members assaulted, held captive for 4 hours in Brahmanbaria",2026-06-12T08:00:00,Brahmanbaria,Kasba,22.989113,90.220702,violence,,5,8,4,brahmanbaria,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/2-bangladeshis-killed-israeli-drone-strike-lebanon-4173671,2 Bangladeshis killed in Israeli drone strike in Lebanon,2026-06-12T08:00:00,Satkhira,Satkhira Sadar,22.70817,89.07185,murder,,5,8,4,satkhira sadar,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/2-bangladeshis-killed-israeli-drone-strike-lebanon-4173671,2 Bangladeshis killed in Israeli drone strike in Lebanon,2026-06-12T08:00:00,Chandpur,Faridganj,23.13559,90.7434,murder,,5,8,4,chandpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/2-bangladeshis-killed-israeli-drone-strike-lebanon-4173671,2 Bangladeshis killed in Israeli drone strike in Lebanon,2026-06-12T08:00:00,Chandpur,Hajiganj,23.25191,90.85508,murder,,5,8,4,chandpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/sc-regrets-upholding-azharuls-death-sentence-4173696,SC regrets upholding Azharul’s death sentence,2026-06-12T08:00:00,Rangpur,Paira Chattar,25.98605,88.64031,suspicious_activity,,2,8,4,Rangpur,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-arrested-over-rape-speech-impaired-teenage-girl-mymensingh-4173311,Man arrested over rape of speech-impaired teenage girl in Mymensingh,2026-06-12T08:00:00,Mymensingh,Mymensingh Medical College,24.7437,90.4075,sexual_violence,14.0,5,8,4,mymensingh medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/cops-attacked-while-chasing-muggers-dhakas-mohammadpur-si-injured-4173296,Cops attacked while chasing muggers in Dhaka’s Mohammadpur; SI injured,2026-06-12T08:00:00,Dhaka,Mohammadpur,23.7657,90.3589,violence,,5,8,4,mohammadpur town hall,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/cops-attacked-while-chasing-muggers-dhakas-mohammadpur-si-injured-4173296,Cops attacked while chasing muggers in Dhaka’s Mohammadpur; SI injured,2026-06-12T08:00:00,Dhaka,Dhanmondi,23.7461,90.3742,violence,,5,8,4,dhanmondi 27,4,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/july-uprising-case-ex-sp-tanvir-salehin-emon-released-bail-4173246,July uprising case: Ex-SP Tanvir Salehin Emon released on bail,2026-06-12T08:00:00,Dhaka,New Market,23.7332,90.3857,murder,,5,8,4,new market,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/july-uprising-case-ex-sp-tanvir-salehin-emon-released-bail-4173246,July uprising case: Ex-SP Tanvir Salehin Emon released on bail,2026-06-12T08:00:00,Kishoreganj,Karimganj,24.46778,90.87045,murder,,5,8,4,karimganj,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/july-uprising-case-ex-sp-tanvir-salehin-emon-released-bail-4173246,July uprising case: Ex-SP Tanvir Salehin Emon released on bail,2026-06-12T08:00:00,Kishoreganj,Hossainpur,23.94328,90.7559,murder,,5,8,4,kishoreganj,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/four-kapasia-murder-victims-had-throats-slit-one-child-strangled-autopsy-4173106,"Four Kapasia murder victims had throats slit, one child strangled: Autopsy",2026-06-12T08:00:00,Gopalganj,Gopalganj Sadar,23.01018,89.83278,murder,15.0,5,8,4,gopalganj sadar,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/four-kapasia-murder-victims-had-throats-slit-one-child-strangled-autopsy-4173106,"Four Kapasia murder victims had throats slit, one child strangled: Autopsy",2026-06-12T08:00:00,Gazipur,Kapasia,24.11404,90.56148,murder,15.0,5,8,4,kapasia,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/four-kapasia-murder-victims-had-throats-slit-one-child-strangled-autopsy-4173106,"Four Kapasia murder victims had throats slit, one child strangled: Autopsy",2026-06-12T08:00:00,Gazipur,Konabari,24.126097,90.472114,murder,15.0,5,8,4,gazipur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/absconding-rape-case-accused-arrested-rangpur-4173001,Absconding rape case accused arrested in Rangpur,2026-06-12T08:00:00,Rangpur,Rangpur Medical College,25.766614,89.234041,sexual_violence,,5,8,4,rangpur medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/absconding-rape-case-accused-arrested-rangpur-4173001,Absconding rape case accused arrested in Rangpur,2026-06-12T08:00:00,Lalmonirhat,Hatibandha,26.12494,89.14081,sexual_violence,,5,8,4,hatibandha,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/absconding-rape-case-accused-arrested-rangpur-4173001,Absconding rape case accused arrested in Rangpur,2026-06-12T08:00:00,Lalmonirhat,Aditmari,25.92537,89.35502,sexual_violence,,5,8,4,lalmonirhat,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hc-defers-verdict-chinmoy-krishna-dass-bail-petitions-till-may-14-4172941,HC defers verdict on Chinmoy Krishna Das’s bail petitions till May 14,2026-06-12T08:00:00,Chattogram,Kotwali,22.3371,91.8376,murder,,5,8,4,kotwali,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hsc-student-arrested-over-gang-rape-14-year-old-rajbari-4172926,HSC student arrested over gang rape of 14-year-old in Rajbari,2026-06-12T08:00:00,Rajbari,Goalanda Ghat,23.725822,89.763305,sexual_violence,14.0,5,8,4,goalanda ghat,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hsc-student-arrested-over-gang-rape-14-year-old-rajbari-4172926,HSC student arrested over gang rape of 14-year-old in Rajbari,2026-06-12T08:00:00,Rajbari,Baliakandi,23.7252,89.72012,sexual_violence,14.0,5,8,4,rajbari,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hsc-student-arrested-over-gang-rape-14-year-old-rajbari-4172926,HSC student arrested over gang rape of 14-year-old in Rajbari,2026-06-12T08:00:00,Rajbari,Kalukhali,23.75726,89.64632,sexual_violence,14.0,5,8,4,rajbari,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/journalists-shakil-ahmed-farzana-rupa-get-hc-bail-multiple-cases-linked-july-uprising-4172896,"Journalists Shakil Ahmed, Farzana Rupa get HC bail in multiple cases linked to July uprising",2026-06-12T08:00:00,Dhaka,Uttara,23.8724,90.3953,murder,,5,8,4,uttara,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/gazipur-family-murder-five-laid-rest-gopalganj-4172666,Gazipur family murder: Five laid to rest in Gopalganj,2026-06-12T08:00:00,Gopalganj,Gopalganj Sadar,23.01018,89.83278,murder,15.0,5,8,4,gopalganj sadar,5,zone_alias
